city,YR,M,D,HR,MW
Tokyo,2008,1,12,15,44200
Tokyo,2008,1,12,16,45390
Tokyo,2008,1,12,17,45860
Tokyo,2008,1,12,18,45110
Tokyo,2008,1,12,19,43890
Tokyo,2008,1,12,20,42400
Tokyo,2008,1,12,21,40370
Tokyo,2008,1,12,22,38730
Tokyo,2008,1,12,23,36520
Tokyo,2008,1,13,0,33530
Tokyo,2008,1,13,1,31440
Tokyo,2008,1,13,2,29890
Tokyo,2008,1,13,3,28690
Tokyo,2008,1,13,4,28180
Tokyo,2008,1,13,5,28530
Tokyo,2008,1,13,6,30250
Tokyo,2008,1,13,7,32890
Tokyo,2008,1,13,8,36250
Tokyo,2008,1,13,9,38770
Tokyo,2008,1,13,10,39360
Tokyo,2008,1,13,11,38720
Tokyo,2008,1,13,12,37920
Tokyo,2008,1,13,13,37100
Tokyo,2008,1,13,14,36600
Tokyo,2008,1,13,15,36760
Tokyo,2008,1,13,16,38960
Tokyo,2008,1,13,17,43230
Tokyo,2008,1,13,18,44090
Tokyo,2008,1,13,19,43760
Tokyo,2008,1,13,20,43040
Tokyo,2008,1,13,21,41720
Tokyo,2008,1,13,22,39510
Tokyo,2008,1,13,23,37080
Tokyo,2008,1,14,0,33970
Tokyo,2008,1,14,1,31850
Tokyo,2008,1,14,2,30090
Tokyo,2008,1,14,3,28750
Tokyo,2008,1,14,4,28510
Tokyo,2008,1,14,5,29310
Tokyo,2008,1,14,6,31800
Tokyo,2008,1,14,7,35830
Tokyo,2008,1,14,8,40730
Tokyo,2008,1,14,9,43780
Tokyo,2008,1,14,10,44420
Tokyo,2008,1,14,11,43740
Tokyo,2008,1,14,12,42090
Tokyo,2008,1,14,13,42470
Tokyo,2008,1,14,14,42400
Tokyo,2008,1,14,15,42560
Tokyo,2008,1,14,16,44830
Tokyo,2008,1,14,17,47560
Tokyo,2008,1,14,18,47420
Tokyo,2008,1,14,19,46550
Tokyo,2008,1,14,20,45370
Tokyo,2008,1,14,21,43510
Tokyo,2008,1,14,22,40980
Tokyo,2008,1,14,23,38040
Tokyo,2008,1,15,0,34530
Tokyo,2008,1,15,1,32410
Tokyo,2008,1,15,2,30940
Tokyo,2008,1,15,3,30010
Tokyo,2008,1,15,4,30000
Tokyo,2008,1,15,5,32140
Tokyo,2008,1,15,6,37470
Tokyo,2008,1,15,7,43000
Tokyo,2008,1,15,8,47640
Tokyo,2008,1,15,9,50060
Tokyo,2008,1,15,10,49600
Tokyo,2008,1,15,11,48540
Tokyo,2008,1,15,12,44890
Tokyo,2008,1,15,13,46080
Tokyo,2008,1,15,14,45770
Tokyo,2008,1,15,15,45800
Tokyo,2008,1,15,16,48280
Tokyo,2008,1,15,17,51350
Tokyo,2008,1,15,18,50950
Tokyo,2008,1,15,19,49130
Tokyo,2008,1,15,20,47210
Tokyo,2008,1,15,21,44880
Tokyo,2008,1,15,22,42960
Tokyo,2008,1,15,23,39640
Tokyo,2008,1,16,0,35670
Tokyo,2008,1,16,1,33350
Tokyo,2008,1,16,2,31690
Tokyo,2008,1,16,3,30550
Tokyo,2008,1,16,4,30540
Tokyo,2008,1,16,5,32470
Tokyo,2008,1,16,6,37600
Tokyo,2008,1,16,7,42710
Tokyo,2008,1,16,8,46970
Tokyo,2008,1,16,9,48650
Tokyo,2008,1,16,10,47980
Tokyo,2008,1,16,11,46800
Tokyo,2008,1,16,12,43210
Tokyo,2008,1,16,13,44650
Tokyo,2008,1,16,14,44510
Tokyo,2008,1,16,15,44650
Tokyo,2008,1,16,16,47080
Tokyo,2008,1,16,17,49950
Tokyo,2008,1,16,18,49540
Tokyo,2008,1,16,19,47820
Tokyo,2008,1,16,20,46000
Tokyo,2008,1,16,21,43780
Tokyo,2008,1,16,22,42050
Tokyo,2008,1,16,23,39010
Tokyo,2008,1,17,0,35430
Tokyo,2008,1,17,1,33120
Tokyo,2008,1,17,2,31690
Tokyo,2008,1,17,3,30740
Tokyo,2008,1,17,4,30730
Tokyo,2008,1,17,5,32590
Tokyo,2008,1,17,6,37930
Tokyo,2008,1,17,7,43200
Tokyo,2008,1,17,8,47600
Tokyo,2008,1,17,9,49460
Tokyo,2008,1,17,10,48600
Tokyo,2008,1,17,11,47500
Tokyo,2008,1,17,12,44390
Tokyo,2008,1,17,13,46110
Tokyo,2008,1,17,14,46120
Tokyo,2008,1,17,15,46520
Tokyo,2008,1,17,16,49260
Tokyo,2008,1,17,17,52770
Tokyo,2008,1,17,18,52330
Tokyo,2008,1,17,19,50340
Tokyo,2008,1,17,20,48400
Tokyo,2008,1,17,21,46060
Tokyo,2008,1,17,22,44260
Tokyo,2008,1,17,23,41080
Tokyo,2008,1,18,0,37040
Tokyo,2008,1,18,1,34560
Tokyo,2008,1,18,2,32760
Tokyo,2008,1,18,3,31670
Tokyo,2008,1,18,4,31510
Tokyo,2008,1,18,5,33520
Tokyo,2008,1,18,6,38750
Tokyo,2008,1,18,7,44230
Tokyo,2008,1,18,8,49070
Tokyo,2008,1,18,9,51930
Tokyo,2008,1,18,10,51830
Tokyo,2008,1,18,11,51080
Tokyo,2008,1,18,12,48050
Tokyo,2008,1,18,13,49810
Tokyo,2008,1,18,14,49420
Tokyo,2008,1,18,15,48870
Tokyo,2008,1,18,16,50270
Tokyo,2008,1,18,17,52780
Tokyo,2008,1,18,18,52080
Tokyo,2008,1,18,19,50150
Tokyo,2008,1,18,20,48310
Tokyo,2008,1,18,21,46190
Tokyo,2008,1,18,22,44610
Tokyo,2008,1,18,23,41810
Tokyo,2008,1,19,0,38140
Tokyo,2008,1,19,1,35770
Tokyo,2008,1,19,2,33710
Tokyo,2008,1,19,3,32240
Tokyo,2008,1,19,4,31570
Tokyo,2008,1,19,5,32480
Tokyo,2008,1,19,6,35360
Tokyo,2008,1,19,7,39320
Tokyo,2008,1,19,8,43850
Tokyo,2008,1,19,9,46130
Tokyo,2008,1,19,10,45470
Tokyo,2008,1,19,11,44040
Tokyo,2008,1,19,12,41630
Tokyo,2008,1,19,13,41750
Tokyo,2008,1,19,14,41430
Tokyo,2008,1,19,15,41400
Tokyo,2008,1,19,16,43500
Tokyo,2008,1,19,17,46580
Tokyo,2008,1,19,18,46660
Tokyo,2008,1,19,19,45720
Tokyo,2008,1,19,20,44530
Tokyo,2008,1,19,21,42770
Tokyo,2008,1,19,22,41200
Tokyo,2008,1,19,23,38940
Tokyo,2008,1,20,0,35870
Tokyo,2008,1,20,1,33620
Tokyo,2008,1,20,2,31680
Tokyo,2008,1,20,3,30280
Tokyo,2008,1,20,4,29680
Tokyo,2008,1,20,5,30080
Tokyo,2008,1,20,6,32020
Tokyo,2008,1,20,7,34980
Tokyo,2008,1,20,8,38410
Tokyo,2008,1,20,9,40410
Tokyo,2008,1,20,10,40240
Tokyo,2008,1,20,11,39280
Tokyo,2008,1,20,12,38290
Tokyo,2008,1,20,13,37790
Tokyo,2008,1,20,14,37760
Tokyo,2008,1,20,15,38120
Tokyo,2008,1,20,16,40110
Tokyo,2008,1,20,17,43870
Tokyo,2008,1,20,18,44510
Tokyo,2008,1,20,19,44040
Tokyo,2008,1,20,20,43240
Tokyo,2008,1,20,21,41530
Tokyo,2008,1,20,22,38980
Tokyo,2008,1,20,23,36160
Tokyo,2008,1,21,0,32860
Tokyo,2008,1,21,1,30860
Tokyo,2008,1,21,2,29430
Tokyo,2008,1,21,3,28540
Tokyo,2008,1,21,4,28660
Tokyo,2008,1,21,5,30810
Tokyo,2008,1,21,6,36250
Tokyo,2008,1,21,7,41910
Tokyo,2008,1,21,8,47510
Tokyo,2008,1,21,9,50740
Tokyo,2008,1,21,10,50870
Tokyo,2008,1,21,11,50200
Tokyo,2008,1,21,12,47180
Tokyo,2008,1,21,13,49020
Tokyo,2008,1,21,14,49090
Tokyo,2008,1,21,15,49300
Tokyo,2008,1,21,16,51100
Tokyo,2008,1,21,17,53000
Tokyo,2008,1,21,18,52130
Tokyo,2008,1,21,19,50030
Tokyo,2008,1,21,20,48040
Tokyo,2008,1,21,21,45710
Tokyo,2008,1,21,22,43660
Tokyo,2008,1,21,23,40320
Tokyo,2008,1,22,0,36360
Tokyo,2008,1,22,1,33960
Tokyo,2008,1,22,2,32370
Tokyo,2008,1,22,3,31340
Tokyo,2008,1,22,4,31300
Tokyo,2008,1,22,5,33420
Tokyo,2008,1,22,6,38930
Tokyo,2008,1,22,7,43850
Tokyo,2008,1,22,8,48030
Tokyo,2008,1,22,9,49810
Tokyo,2008,1,22,10,49370
Tokyo,2008,1,22,11,49070
Tokyo,2008,1,22,12,46240
Tokyo,2008,1,22,13,47800
Tokyo,2008,1,22,14,47850
Tokyo,2008,1,22,15,48070
Tokyo,2008,1,22,16,49620
Tokyo,2008,1,22,17,52240
Tokyo,2008,1,22,18,51840
Tokyo,2008,1,22,19,49910
Tokyo,2008,1,22,20,48170
Tokyo,2008,1,22,21,45990
Tokyo,2008,1,22,22,43720
Tokyo,2008,1,22,23,40360
Tokyo,2008,1,23,0,36430
Tokyo,2008,1,23,1,33980
Tokyo,2008,1,23,2,32270
Tokyo,2008,1,23,3,31190
Tokyo,2008,1,23,4,30960
Tokyo,2008,1,23,5,32900
Tokyo,2008,1,23,6,38270
Tokyo,2008,1,23,7,44190
Tokyo,2008,1,23,8,49860
Tokyo,2008,1,23,9,53350
Tokyo,2008,1,23,10,54140
Tokyo,2008,1,23,11,54300
Tokyo,2008,1,23,12,51770
Tokyo,2008,1,23,13,53430
Tokyo,2008,1,23,14,53330
Tokyo,2008,1,23,15,53160
Tokyo,2008,1,23,16,54390
Tokyo,2008,1,23,17,55020
Tokyo,2008,1,23,18,53500
Tokyo,2008,1,23,19,51220
Tokyo,2008,1,23,20,49040
Tokyo,2008,1,23,21,46630
Tokyo,2008,1,23,22,44420
Tokyo,2008,1,23,23,40860
Tokyo,2008,1,24,0,36870
Tokyo,2008,1,24,1,34260
Tokyo,2008,1,24,2,32590
Tokyo,2008,1,24,3,31380
Tokyo,2008,1,24,4,31250
Tokyo,2008,1,24,5,33160
Tokyo,2008,1,24,6,38110
Tokyo,2008,1,24,7,42950
Tokyo,2008,1,24,8,46800
Tokyo,2008,1,24,9,48490
Tokyo,2008,1,24,10,48190
Tokyo,2008,1,24,11,47690
Tokyo,2008,1,24,12,44630
Tokyo,2008,1,24,13,46220
Tokyo,2008,1,24,14,46230
Tokyo,2008,1,24,15,46370
Tokyo,2008,1,24,16,48810
Tokyo,2008,1,24,17,52390
Tokyo,2008,1,24,18,52470
Tokyo,2008,1,24,19,50910
Tokyo,2008,1,24,20,49060
Tokyo,2008,1,24,21,46960
Tokyo,2008,1,24,22,45050
Tokyo,2008,1,24,23,41920
Tokyo,2008,1,25,0,37950
Tokyo,2008,1,25,1,35420
Tokyo,2008,1,25,2,33640
Tokyo,2008,1,25,3,32390
Tokyo,2008,1,25,4,32330
Tokyo,2008,1,25,5,34450
Tokyo,2008,1,25,6,39720
Tokyo,2008,1,25,7,44730
Tokyo,2008,1,25,8,48660
Tokyo,2008,1,25,9,50240
Tokyo,2008,1,25,10,49630
Tokyo,2008,1,25,11,48490
Tokyo,2008,1,25,12,45380
Tokyo,2008,1,25,13,46880
Tokyo,2008,1,25,14,46690
Tokyo,2008,1,25,15,46770
Tokyo,2008,1,25,16,48900
Tokyo,2008,1,25,17,51960
Tokyo,2008,1,25,18,51730
Tokyo,2008,1,25,19,50070
Tokyo,2008,1,25,20,48280
Tokyo,2008,1,25,21,46240
Tokyo,2008,1,25,22,44600
Tokyo,2008,1,25,23,42020
Tokyo,2008,1,26,0,38320
Tokyo,2008,1,26,1,35910
Tokyo,2008,1,26,2,33950
Tokyo,2008,1,26,3,32530
Tokyo,2008,1,26,4,31930
Tokyo,2008,1,26,5,32700
Tokyo,2008,1,26,6,35340
Tokyo,2008,1,26,7,39150
Tokyo,2008,1,26,8,43450
Tokyo,2008,1,26,9,45790
Tokyo,2008,1,26,10,45680
Tokyo,2008,1,26,11,44340
Tokyo,2008,1,26,12,41920
Tokyo,2008,1,26,13,41670
Tokyo,2008,1,26,14,41170
Tokyo,2008,1,26,15,41120
Tokyo,2008,1,26,16,42800
Tokyo,2008,1,26,17,46100
Tokyo,2008,1,26,18,46610
Tokyo,2008,1,26,19,45820
Tokyo,2008,1,26,20,44740
Tokyo,2008,1,26,21,43020
Tokyo,2008,1,26,22,41510
Tokyo,2008,1,26,23,39180
Tokyo,2008,1,27,0,36060
Tokyo,2008,1,27,1,33800
Tokyo,2008,1,27,2,31990
Tokyo,2008,1,27,3,30650
Tokyo,2008,1,27,4,29970
Tokyo,2008,1,27,5,30440
Tokyo,2008,1,27,6,32360
Tokyo,2008,1,27,7,35350
Tokyo,2008,1,27,8,38190
Tokyo,2008,1,27,9,39830
Tokyo,2008,1,27,10,39440
Tokyo,2008,1,27,11,38410
Tokyo,2008,1,27,12,37580
Tokyo,2008,1,27,13,36850
Tokyo,2008,1,27,14,36400
Tokyo,2008,1,27,15,36610
Tokyo,2008,1,27,16,38560
Tokyo,2008,1,27,17,43370
Tokyo,2008,1,27,18,44890
Tokyo,2008,1,27,19,44770
Tokyo,2008,1,27,20,44270
Tokyo,2008,1,27,21,42770
Tokyo,2008,1,27,22,40260
Tokyo,2008,1,27,23,37590
Tokyo,2008,1,28,0,34190
Tokyo,2008,1,28,1,32080
Tokyo,2008,1,28,2,30640
Tokyo,2008,1,28,3,29780
Tokyo,2008,1,28,4,29900
Tokyo,2008,1,28,5,32320
Tokyo,2008,1,28,6,38140
Tokyo,2008,1,28,7,43760
Tokyo,2008,1,28,8,48230
Tokyo,2008,1,28,9,50380
Tokyo,2008,1,28,10,50080
Tokyo,2008,1,28,11,49530
Tokyo,2008,1,28,12,46520
Tokyo,2008,1,28,13,48020
Tokyo,2008,1,28,14,48080
Tokyo,2008,1,28,15,48220
Tokyo,2008,1,28,16,50150
Tokyo,2008,1,28,17,52210
Tokyo,2008,1,28,18,51500
Tokyo,2008,1,28,19,49410
Tokyo,2008,1,28,20,47440
Tokyo,2008,1,28,21,45170
Tokyo,2008,1,28,22,43310
Tokyo,2008,1,28,23,40060
Tokyo,2008,1,29,0,36270
Tokyo,2008,1,29,1,34050
Tokyo,2008,1,29,2,32360
Tokyo,2008,1,29,3,31230
Tokyo,2008,1,29,4,31040
Tokyo,2008,1,29,5,33070
Tokyo,2008,1,29,6,38000
Tokyo,2008,1,29,7,43240
Tokyo,2008,1,29,8,48130
Tokyo,2008,1,29,9,50950
Tokyo,2008,1,29,10,51120
Tokyo,2008,1,29,11,50840
Tokyo,2008,1,29,12,48180
Tokyo,2008,1,29,13,49920
Tokyo,2008,1,29,14,49860
Tokyo,2008,1,29,15,49730
Tokyo,2008,1,29,16,51240
Tokyo,2008,1,29,17,52620
Tokyo,2008,1,29,18,51720
Tokyo,2008,1,29,19,49500
Tokyo,2008,1,29,20,47580
Tokyo,2008,1,29,21,45360
Tokyo,2008,1,29,22,43300
Tokyo,2008,1,29,23,40050
Tokyo,2008,1,30,0,36250
Tokyo,2008,1,30,1,33970
Tokyo,2008,1,30,2,32180
Tokyo,2008,1,30,3,31160
Tokyo,2008,1,30,4,31110
Tokyo,2008,1,30,5,32970
Tokyo,2008,1,30,6,37860
Tokyo,2008,1,30,7,42240
Tokyo,2008,1,30,8,45790
Tokyo,2008,1,30,9,47190
Tokyo,2008,1,30,10,46720
Tokyo,2008,1,30,11,45580
Tokyo,2008,1,30,12,42090
Tokyo,2008,1,30,13,43500
Tokyo,2008,1,30,14,43660
Tokyo,2008,1,30,15,44340
Tokyo,2008,1,30,16,46150
Tokyo,2008,1,30,17,48300
Tokyo,2008,1,30,18,47990
Tokyo,2008,1,30,19,46430
Tokyo,2008,1,30,20,44890
Tokyo,2008,1,30,21,42850
Tokyo,2008,1,30,22,41450
Tokyo,2008,1,30,23,38660
Tokyo,2008,1,31,0,35080
Tokyo,2008,1,31,1,32980
Tokyo,2008,1,31,2,31510
Tokyo,2008,1,31,3,30660
Tokyo,2008,1,31,4,30520
Tokyo,2008,1,31,5,32430
Tokyo,2008,1,31,6,37490
Tokyo,2008,1,31,7,41930
Tokyo,2008,1,31,8,45600
Tokyo,2008,1,31,9,47160
Tokyo,2008,1,31,10,46650
Tokyo,2008,1,31,11,45920
Tokyo,2008,1,31,12,43210
Tokyo,2008,1,31,13,44890
Tokyo,2008,1,31,14,44940
Tokyo,2008,1,31,15,45280
Tokyo,2008,1,31,16,47500
Tokyo,2008,1,31,17,50430
Tokyo,2008,1,31,18,50430
Tokyo,2008,1,31,19,48850
Tokyo,2008,1,31,20,47090
Tokyo,2008,1,31,21,45120
Tokyo,2008,1,31,22,43460
Tokyo,2008,1,31,23,40370
Tokyo,2008,2,1,0,36540
Tokyo,2008,2,1,1,34200
Tokyo,2008,2,1,2,32520
Tokyo,2008,2,1,3,31560
Tokyo,2008,2,1,4,31460
Tokyo,2008,2,1,5,33520
Tokyo,2008,2,1,6,38670
Tokyo,2008,2,1,7,43280
Tokyo,2008,2,1,8,46680
Tokyo,2008,2,1,9,48170
Tokyo,2008,2,1,10,47450
Tokyo,2008,2,1,11,46550
Tokyo,2008,2,1,12,43320
Tokyo,2008,2,1,13,44830
Tokyo,2008,2,1,14,44690
Tokyo,2008,2,1,15,44610
Tokyo,2008,2,1,16,46390
Tokyo,2008,2,1,17,49530
Tokyo,2008,2,1,18,49860
Tokyo,2008,2,1,19,48410
Tokyo,2008,2,1,20,46780
Tokyo,2008,2,1,21,44700
Tokyo,2008,2,1,22,43120
Tokyo,2008,2,1,23,40640
Tokyo,2008,2,2,0,37240
Tokyo,2008,2,2,1,34910
Tokyo,2008,2,2,2,32880
Tokyo,2008,2,2,3,31450
Tokyo,2008,2,2,4,30900
Tokyo,2008,2,2,5,31640
Tokyo,2008,2,2,6,34100
Tokyo,2008,2,2,7,37960
Tokyo,2008,2,2,8,42320
Tokyo,2008,2,2,9,44480
Tokyo,2008,2,2,10,44400
Tokyo,2008,2,2,11,43630
Tokyo,2008,2,2,12,41960
Tokyo,2008,2,2,13,41960
Tokyo,2008,2,2,14,41600
Tokyo,2008,2,2,15,41240
Tokyo,2008,2,2,16,42410
Tokyo,2008,2,2,17,45070
Tokyo,2008,2,2,18,45410
Tokyo,2008,2,2,19,44500
Tokyo,2008,2,2,20,43180
Tokyo,2008,2,2,21,41280
Tokyo,2008,2,2,22,39660
