KALINDI SUPA,KARNATAKA,563.88,1850.00,547.74,1797.05,549.36,1802.36,513.52,1684.78,542.00,2885.00,1553.45,108.04,71455.32,57.93,132.88


SHARAVATHY,KARNATAKA,554.43,1819.00,552.18,1811.61,554.13,1818.01,522.73,1714.99,5564.00,4557.03,3844.56,4297.08,3.48,3625.25,2.94,2158.82


IDAMALAYAR,KERALA,169.00,554.46,157.84,517.85,162,531.50,114.99,377.26,380.00,254.45,175.33,1017.80,0.83,709.26,0.58,141.20


IDUKKI,KERALA,732.35,2402.72,724.63,2377.40,721.74,2367.91,694.94,2279.99,2398.00,2146.32,1531.07,1459.50,1.18,1041.17,0.84,967.20
,DAILY REPORT OF HYDRO RESERVOIRS FOR,02-Oct-2010,2
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

SABRIGRI,KERALA,981.46,3220.01,974.18,3196.13,978.96,3211.81,908.30,2979.99,1338.00,764.00,553.40,446.26,0.36,343.51,0.28,696.28


KUNDAH GROUP,TAMIL NADU,2047.24,1256,4120.73,1315.00,1270.00,624.00,346.50,0.28,878.56


METTUR,TAMIL NADU,240.79,789.99,226.66,743.64,234.33,768.80,211.23,693.01,790.00,204.00,54.56,2504.70,2.03,874.64,0.71,36.25


PERIYAR,TAMIL NADU,46.33,152.00,36.18,118.70,36.64,120.21,33.53,110.01,409.00,216.00,34.21,273.51,0.22,41.99,0.03,176.63


BALIMELA,ORISSA,462.08,1516.01,458.24,1503.40,446.62,1465.29,438.91,1439.99,1183.00,897.75,670.70,2675.96,2.17,1999.18,1.62,665.02


HIRAKUD,ORISSA,192.02,629.99,191.92,629.65,189.88,622.97,179.83,589.99,1174.00,372.28,366.14,4709.43,3.82,4644.67,3.77,601.21


INDRAVATI,ORISSA,641.84,2105.77,638.42,2094.55,637.9,2092.85,625.00,2050.52,1962.00,1213.13,401.64,1485.50,1.20,1095.25,0.89,881.06


RENGALI,ORISSA,123.44,404.99,118.20,387.80,120.03,393.80,109.72,359.97,525.00,275.00,115.08,3167.81,2.57,1519.66,1.23,197.70


UPPER KOLAB,ORISSA,857.78,2814.24,855.62,2807.15,849.86,2788.25,843.78,2768.31,832.00,540.00,404.00,935.00,0.76,748.00,0.61,226.51


LOKTAK,MANIPUR,768.50,2521.33,768.50,2521.33,768.46,2521.19,766.01,2513.16,450.00,250.00,250.02,0.00,0.00,325.96


** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.
*** INCLUDES GANGUWAL & KOTLA.
$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.
$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.
@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I,II,III & IV.
* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.
,DAILY REPORT OF HYDRO RESERVOIRS FOR,03-Oct-2010,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,512.25,1680.60,499.7,1639.44,445.62,1462.01,5282.00,1728.80,1654.72,6516.07,5.28,6271.50,5.08,3197.04


PONG,PUNJAB,426.72,1400.00,424.60,1393.03,407.82,1337.99,384.05,1260.01,1123.00,1084.00,984.52,6946.00,5.63,6402.69,5.19,489.80


RANJIT SAGAR,PUNJAB,527.91,1731.99,523.87,1718.73,497.93,1633.63,487.91,1600.75,1507.00,390.30,350.19,7199.17,5.84,1871.80,1.52,1057.04


R.P. SAGAR,RAJASTHAN,352.81,1157.51,349.09,1145.31,348.41,1143.08,343.81,1127.99,459.00,175.66,91.37,1568.98,1.27,886.90,0.72,4.00


RIHAND,UTTAR PRADESH,268.22,879.99,258.07,846.70,259.17,850.30,252.98,829.99,920.00,860.50,205.15,5845.50,4.74,1510.74,1.22,97.76


RAM GANGA,UTTARAKHAND,366.00,1200.79,364.64,1196.33,337.7,1107.94,323.00,1059.71,164.00,480.80,468.82,2109.25,1.71,1995.01,1.62,26.49


TEHRI,UTTARAKHAND,829.79,2722.41,821.89,2696.49,819.95,2690.12,740.04,2427.95,309.00,1291.49,1104.21,2615.00,2.12,2298.82,1.86,1942.98


SARDAR SAROVAR,GUJARAT,138.68,454.99,120.94,396.78,120.92,396.72,110.84,363.65,5469.00,1817.55,368.52,5760.00,4.67,1388.40,1.13,2045.37


UKAI,GUJARAT,105.16,345.01,103.59,339.87,98.78,324.08,82.30,270.01,1080.00,813.08,694.50,6619.15,5.37,5939.64,4.82,258.10


GANDHI SAGAR,MADHYA PRADESH,399.90,1312.01,386.77,1268.92,388.12,1273.36,381.00,1250.00,420.48,725.00,100.52,6911.19,5.60,1147.38,0.93,11.88


INDIRA SAGAR,MADHYA PRADESH,262.14,860.04,259.56,851.57,259.15,850.23,243.24,798.03,2628.00,1316.12,996.96,9706.00,7.87,7407.18,6.01,994.02


BHIRA,MAHARASHTRA,606.03,1988.29,605.30,1985.89,604.71,1983.96,590.09,1935.99,790.00,618.80,582.86,522.76,0.42,492.40,0.40,170.28


KOYNA,MAHARASHTRA,657.91,2158.50,657.90,2158.48,657.79,2158.10,609.60,2000.00,3130.00,3126.10,3125.26,2677.14,2.17,2676.65,2.17,338.38


MACHKUND,ANDHRA PRADESH,838.20,2750.00,836.55,2744.59,833.63,2735.01,513.59,1685.01,670.00,551.60,469.96,892.55,0.72,760.45,0.62,315.77


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,179.10,587.60,176.11,577.79,150.88,495.01,2237.00,1398.13,1345.82,6537.80,5.30,6323.02,5.13,751.11


SRISAILAM,ANDHRA PRADESH,269.75,885.01,269.75,885.01,243.84,800.00,243.84,800.00,4300.00,1391.84,1391.85,7105.96,5.76,966.50


ALMATTI,KARNATAKA,519.62,1704.79,519.59,1704.69,518.7,1701.77,505.97,1660.01,483.00,175.35,175.36,2631.50,2.13,307.72

,133260.00
KALINDI SUPA,KARNATAKA,563.88,1850.00,547.80,1797.24,549.59,1803.12,513.52,1684.78,542.00,2885.00,1557.53,108.04,71646.20,58.08,132.88


SHARAVATHY,KARNATAKA,554.43,1819.00,552.27,1811.91,554.34,1818.70,522.73,1714.99,5564.00,4557.03,3871.76,4297.08,3.48,3650.90,2.96,2162.83


IDAMALAYAR,KERALA,169.00,554.46,158.10,518.70,162.74,533.92,114.99,377.26,380.00,254.45,177.01,1017.80,0.83,716.28,0.58,141.81


IDUKKI,KERALA,732.35,2402.72,724.79,2377.92,722.38,2370.01,694.94,2279.99,2398.00,2146.32,1542.09,1459.50,1.18,1048.67,0.85,968.75
,DAILY REPORT OF HYDRO RESERVOIRS FOR,03-Oct-2010,2
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

SABRIGRI,KERALA,981.46,3220.01,974.44,3196.98,979.41,3213.29,908.30,2979.99,1338.00,764.00,557.68,446.26,0.36,347.06,0.28,698.94


KUNDAH GROUP,TAMIL NADU,2053.81,1282,4206.04,1315.00,1270.00,626.00,346.50,0.28,880.18


METTUR,TAMIL NADU,240.79,789.99,226.53,743.21,234.08,767.98,211.23,693.01,790.00,204.00,54.05,2504.70,2.03,863.73,0.70,36.71


PERIYAR,TAMIL NADU,46.33,152.00,36.39,119.39,37.25,122.21,33.53,110.01,409.00,216.00,37.56,273.51,0.22,45.51,0.04,178.78


BALIMELA,ORISSA,462.08,1516.01,458.30,1503.60,446.79,1465.85,438.91,1439.99,1183.00,897.75,673.55,2675.96,2.17,2007.68,1.63,666.29


HIRAKUD,ORISSA,192.02,629.99,191.86,629.45,190.12,623.75,179.83,589.99,1174.00,372.28,362.63,4709.43,3.82,4607.67,3.74,607.28


INDRAVATI,ORISSA,641.84,2105.77,638.48,2094.75,637.9,2092.85,625.00,2050.52,1962.00,1213.13,403.70,1485.50,1.20,1101.10,0.89,885.42


RENGALI,ORISSA,123.44,404.99,118.23,387.89,120.05,393.86,109.72,359.97,525.00,275.00,115.52,3167.81,2.57,1528.00,1.24,197.91


UPPER KOLAB,ORISSA,857.78,2814.24,855.63,2807.19,849.9,2788.39,843.78,2768.31,832.00,540.00,405.00,935.00,0.76,750.00,0.61,228.23


LOKTAK,MANIPUR,768.50,2521.33,768.40,2521.00,768.46,2521.19,766.01,2513.16,450.00,250.00,241.33,0.00,0.00,327.97


** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.
*** INCLUDES GANGUWAL & KOTLA.
$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.
$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.
@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I,II,III & IV.
* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.
,DAILY REPORT OF HYDRO RESERVOIRS FOR,04-Oct-2010,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,512.24,1680.59,499.76,1639.63,445.62,1462.01,5282.00,1728.80,1654.55,6516.07,5.28,6270.94,5.08,3216.46


PONG,PUNJAB,426.72,1400.00,424.58,1392.98,407.77,1337.83,384.05,1260.01,1123.00,1084.00,983.81,6946.00,5.63,6398.79,5.19,493.94


RANJIT SAGAR,PUNJAB,527.91,1731.99,523.82,1718.57,497.96,1633.73,487.91,1600.75,1507.00,390.30,349.70,7199.17,5.84,1867.82,1.51,1061.26


R.P. SAGAR,RAJASTHAN,352.81,1157.51,349.08,1145.29,348.42,1143.11,343.81,1127.99,459.00,175.66,91.24,1568.98,1.27,885.86,0.72,4.00


RIHAND,UTTAR PRADESH,268.22,879.99,258.07,846.70,259.2,850.39,252.98,829.99,920.00,860.50,205.15,5845.50,4.74,1510.74,1.22,98.17


RAM GANGA,UTTARAKHAND,366.00,1200.79,364.75,1196.69,337.88,1108.53,323.00,1059.71,164.00,480.80,471.15,2109.25,1.71,2011.30,1.63,26.49


TEHRI,UTTARAKHAND,829.79,2722.41,821.58,2695.47,819.95,2690.12,740.04,2427.95,309.00,1291.49,1097.22,2615.00,2.12,2286.72,1.85,1962.60


SARDAR SAROVAR,GUJARAT,138.68,454.99,120.99,396.95,120.94,396.78,110.84,363.65,5469.00,1817.55,371.15,5760.00,4.67,1397.46,1.13,2059.08


UKAI,GUJARAT,105.16,345.01,103.57,339.79,98.8,324.15,82.30,270.01,1080.00,813.08,692.80,6619.15,5.37,5929.28,4.81,259.25


GANDHI SAGAR,MADHYA PRADESH,399.90,1312.01,386.76,1268.91,388.04,1273.10,381.00,1250.00,420.48,725.00,100.46,6911.19,5.60,1146.64,0.93,11.88


INDIRA SAGAR,MADHYA PRADESH,262.14,860.04,259.52,851.44,259.1,850.07,243.24,798.03,2628.00,1316.12,992.48,9706.00,7.87,7374.98,5.98,1003.80


BHIRA,MAHARASHTRA,606.03,1988.29,605.30,1985.89,604.71,1983.96,590.09,1935.99,790.00,618.80,582.86,522.76,0.42,492.40,0.40,170.89


KOYNA,MAHARASHTRA,657.91,2158.50,657.91,2158.49,657.79,2158.10,609.60,2000.00,3130.00,3126.10,3125.68,2677.14,2.17,2676.90,2.17,339.15


MACHKUND,ANDHRA PRADESH,838.20,2750.00,836.57,2744.65,833.73,2735.33,513.59,1685.01,670.00,551.60,470.94,892.55,0.72,762.03,0.62,317.61


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,179.04,587.40,178.22,584.71,150.88,495.01,2237.00,1398.13,1341.71,6537.80,5.30,6306.14,5.11,771.11


SRISAILAM,ANDHRA PRADESH,269.75,885.01,269.69,884.81,243.84,800.00,243.84,800.00,4300.00,1391.84,1384.97,7105.96,5.76,7130.57,5.78,980.00


ALMATTI,KARNATAKA,519.62,1704.79,519.59,1704.69,518.8,1702.10,505.97,1660.01,483.00,175.35,175.36,2631.50,2.13,311.35

,133260.00
KALINDI SUPA,KARNATAKA,563.88,1850.00,547.94,1797.70,549.83,1803.90,513.52,1684.78,542.00,2885.00,1567.05,108.04,72090.92,58.45,132.88


SHARAVATHY,KARNATAKA,554.43,1819.00,552.39,1812.30,554.43,1819.00,522.73,1714.99,5564.00,4557.03,3909.00,4297.08,3.48,3686.01,2.99,2170.23


IDAMALAYAR,KERALA,169.00,554.46,158.60,520.34,163.54,536.55,114.99,377.26,380.00,254.45,180.38,1017.80,0.83,729.74,0.59,142.57


IDUKKI,KERALA,732.35,2402.72,724.96,2378.48,722.92,2371.78,694.94,2279.99,2398.00,2146.32,1553.88,1459.50,1.18,1056.70,0.86,970.94
,DAILY REPORT OF HYDRO RESERVOIRS FOR,04-Oct-2010,2
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
