day,MW,Temp,Trend,Random,Seasonal
4/26/06,1188.083333,NA,NA,NA,-143.271743
4/27/06,1253.75,NA,NA,NA,-143.0443947
4/28/06,1284.291667,NA,NA,NA,-123.4145512
4/29/06,1114.541667,NA,NA,NA,-125.5468082
4/30/06,1163,NA,NA,NA,-127.7655786
5/1/06,1311.916667,NA,NA,NA,-125.8533151
5/2/06,1301.916667,NA,NA,NA,-131.7491729
5/3/06,1215.416667,NA,NA,NA,-142.3835825
5/4/06,1174.291667,NA,NA,NA,-126.7214821
5/5/06,1175.333333,NA,NA,NA,-113.6307776
5/6/06,1072.708333,NA,NA,NA,-86.66685064
5/7/06,1116.791667,NA,NA,NA,-93.9543751
5/8/06,1300.541667,NA,NA,NA,-92.56994914
5/9/06,1301.833333,NA,NA,NA,-93.75413048
5/10/06,1380.708333,NA,NA,NA,-106.7244827
5/11/06,1426.875,NA,NA,NA,-85.2479661
5/12/06,1402.875,NA,NA,NA,-101.7056471
5/13/06,1244.083333,NA,NA,NA,-70.23627334
5/14/06,1323.458333,NA,NA,NA,-15.47140054
5/15/06,1631.583333,NA,NA,NA,-28.79946642
5/16/06,1546.583333,NA,NA,NA,19.96181864
5/17/06,1612.75,NA,NA,NA,35.24873971
5/18/06,1510.083333,NA,NA,NA,58.9452172
5/19/06,1272.625,NA,NA,NA,6.150778194
5/20/06,1155.916667,NA,NA,NA,-49.93482194
5/21/06,1101.875,NA,NA,NA,-63.47898371
5/22/06,1186.583333,NA,NA,NA,-41.50116245
5/23/06,1229.291667,NA,NA,NA,-68.82554275
5/24/06,1247.958333,NA,NA,NA,-95.46327921
5/25/06,1238.916667,NA,NA,NA,-123.243938
5/26/06,1175.625,NA,NA,NA,-135.431169
5/27/06,1051.375,NA,NA,NA,-142.0249883
5/28/06,1040.833333,NA,NA,NA,-87.43030465
5/29/06,1115.833333,NA,NA,NA,-99.95806068
5/30/06,1294.125,NA,NA,NA,-125.4383771
5/31/06,1399.958333,NA,NA,NA,-114.3399263
6/1/06,1445.5,NA,NA,NA,-94.74437836
6/2/06,1503,NA,NA,NA,-42.47458058
6/3/06,1434.666667,NA,NA,NA,22.92024982
6/4/06,1401.5,NA,NA,NA,25.509666
6/5/06,1465.708333,NA,NA,NA,-38.26641033
6/6/06,1492.583333,NA,NA,NA,-77.68322376
6/7/06,1474.333333,NA,NA,NA,-70.39711809
6/8/06,1352.666667,NA,NA,NA,-43.05760406
6/9/06,1376.416667,NA,NA,NA,37.05785582
6/10/06,1201.041667,NA,NA,NA,107.5405695
6/11/06,1154.375,NA,NA,NA,-16.81968821
6/12/06,1217.333333,NA,NA,NA,-18.49447621
6/13/06,1206.708333,NA,NA,NA,103.4941246
6/14/06,1230.208333,NA,NA,NA,209.9029798
6/15/06,1352.666667,NA,NA,NA,202.2719295
6/16/06,1664.583333,NA,NA,NA,104.3351715
6/17/06,1662.041667,NA,NA,NA,94.70886691
6/18/06,1486.75,NA,NA,NA,191.6922492
6/19/06,1489.541667,NA,NA,NA,176.6332635
6/20/06,1672.25,NA,NA,NA,86.28792757
6/21/06,1774.666667,NA,NA,NA,118.7470437
6/22/06,1922.875,NA,NA,NA,228.6479406
6/23/06,2006.833333,NA,NA,NA,182.1203314
6/24/06,1819.083333,NA,NA,NA,132.7079211
6/25/06,1777.416667,NA,NA,NA,77.99929418
6/26/06,1954.291667,NA,NA,NA,41.09399411
6/27/06,1736.708333,NA,NA,NA,67.5073992
6/28/06,1602.958333,NA,NA,NA,203.4488212
6/29/06,1744.541667,NA,NA,NA,269.6907162
6/30/06,1538.833333,NA,NA,NA,251.0105466
7/1/06,1468.958333,NA,NA,NA,214.6580026
7/2/06,1442.416667,NA,1334.33781,-131.5996582,239.6785146
7/3/06,1539.833333,NA,1334.553678,-85.7079059,290.9875614
7/4/06,1419.041667,NA,1334.873655,-232.2734881,316.4414998
7/5/06,1441.041667,NA,1334.938723,-147.844891,253.9478343
7/6/06,1443.541667,NA,1335.090207,-150.6595192,259.1109784
7/7/06,1619.375,NA,1335.457787,76.32291717,207.5942955
7/8/06,1729.208333,NA,1335.587354,111.4914592,282.1295205
7/9/06,1845.958333,NA,1335.949454,128.6302231,381.3786562
7/10/06,1719.333333,NA,1336.555847,86.31080041,296.4666862
7/11/06,1499.666667,NA,1336.745116,-69.85721981,232.7787703
7/12/06,1444.208333,NA,1337.014408,-61.68153488,168.8754598
7/13/06,1737.625,NA,1337.402879,183.8078161,216.4143052
7/14/06,1803.666667,NA,1338.008358,195.6659374,269.9923711
7/15/06,1636.833333,NA,1338.497285,36.07366734,262.2623809
7/16/06,1797.75,NA,1339.072285,181.9928128,276.6849021
7/17/06,2093.875,NA,1339.905961,433.5118278,320.4572113
7/18/06,2074.416667,NA,1340.467376,461.4487163,272.500574
7/19/06,2030.75,NA,1340.868176,408.6890457,281.1927788
7/20/06,2069.083333,NA,1341.305048,393.8772388,333.9010469
7/21/06,2257.916667,NA,1341.588838,618.570259,297.7575701
7/22/06,2376.791667,NA,1341.591463,717.4570007,317.7432028
7/23/06,2393.708333,NA,1341.798883,646.7970529,405.1123972
7/24/06,2431.791667,NA,1342.310641,679.7912146,409.6898108
7/25/06,2334.666667,NA,1342.585299,670.4688239,321.612544
7/26/06,2170.75,NA,1342.879134,558.9164919,268.9543737
7/27/06,1908.041667,NA,1343.085413,299.3874638,265.5687899
7/28/06,1628.958333,NA,1343.330733,56.30962624,229.3179745
7/29/06,1391.125,NA,1343.261783,-125.4710163,173.3342335
7/30/06,1403,NA,1343.276395,-119.8677873,179.5913926
7/31/06,1499.958333,NA,1343.699797,-31.72651205,187.9850489
8/1/06,1498.416667,NA,1343.865664,-40.71379189,195.2647945
8/2/06,1611.875,NA,1344.019545,36.88937184,230.9660828
8/3/06,1615,NA,1344.400824,17.76714418,252.8320319
8/4/06,1486.541667,NA,1344.683701,-86.04795693,227.905923
8/5/06,1353.875,NA,1344.818746,-121.3742126,130.4304664
8/6/06,1361.125,NA,1345.067491,-45.54939202,61.60690145
8/7/06,1321.458333,NA,1345.479249,-97.96829287,73.94737764
8/8/06,1435.875,NA,1345.501623,-6.410334619,96.78371163
8/9/06,1727.416667,NA,1345.589865,211.2934325,170.5333692
8/10/06,1843.875,NA,1345.74934,258.8416549,239.2840052
8/11/06,1612.416667,NA,1345.887011,5.772917174,260.7567384
8/12/06,1403.166667,NA,1345.817376,-163.9872263,221.3365166
8/13/06,1387.833333,NA,1345.849112,-228.5885636,270.5727853
8/14/06,1463.5,NA,1346.292491,-209.4437495,326.6512589
8/15/06,1387.708333,NA,1346.537011,-237.3118676,278.4831898
8/16/06,1350.208333,NA,1346.807217,-244.5111011,247.9122178
8/17/06,1440.375,NA,1346.818061,-160.5361174,254.0930561
8/18/06,1512.916667,NA,1346.603906,-37.42796345,203.740724
8/19/06,1385.541667,NA,1346.037924,-131.3770828,170.8808251
8/20/06,1318.083333,NA,1345.731075,-205.1054912,177.4577495
8/21/06,1479.875,NA,1345.769431,-47.81871688,181.9242857
8/22/06,1593.375,NA,1345.764294,7.612219197,239.9984866
8/23/06,1531.958333,NA,1345.610527,-46.6336386,232.9814448
8/24/06,1534.041667,NA,1345.63507,-26.65505086,215.0616471
8/25/06,1403.625,NA,1345.725253,-173.8406021,231.7403489
8/26/06,1350.75,NA,1345.721828,-250.673968,255.7021395
8/27/06,1399.125,NA,1345.962354,-167.7025558,220.8652022
8/28/06,1572,NA,1346.46829,-7.183247209,232.7149576
8/29/06,1421,NA,1346.763039,-192.1956086,266.4325701
8/30/06,1504.041667,NA,1347.046943,-191.4852531,348.4799771
8/31/06,1607.708333,NA,1347.289066,-8.813694045,269.2329615
9/1/06,1651.958333,NA,1347.405618,114.7823105,189.7704044
9/2/06,1368.208333,NA,1347.104477,-103.867135,124.9709915
9/3/06,1245.208333,NA,1346.940207,-311.3623405,209.6304664
9/4/06,1337.25,NA,1347.017148,-242.6412055,232.8740574
9/5/06,1594.958333,NA,1346.862924,45.52374888,202.5716601
9/6/06,1613.583333,NA,1346.73039,57.84765625,209.005287
9/7/06,1606.708333,NA,1346.57765,90.99476975,169.1359132
9/8/06,1294.666667,NA,1346.488153,-183.3485277,131.5270417
9/9/06,1151.083333,NA,1345.955048,-280.630165,85.7584507
9/10/06,1210.291667,NA,1345.585706,-220.6801643,85.3861252
9/11/06,1493.5,NA,1345.54461,15.28207796,132.6733122
9/12/06,1637.375,NA,1345.443468,154.7581543,137.1733774
9/13/06,1663.541667,NA,1345.23445,209.9560995,108.3511171
9/14/06,1248.791667,NA,1345.146094,-120.2567674,23.90234021
9/15/06,1199.833333,NA,1345.131368,-177.5756031,32.27756852
9/16/06,1107.416667,NA,1344.916414,-258.9404596,21.44071268
9/17/06,1150.958333,NA,1344.76413,-214.3236135,20.5178164
9/18/06,1394.791667,NA,1344.924633,14.573288,35.29374595
9/19/06,1380.833333,NA,1344.609793,2.828506527,33.39503427
9/20/06,1282.416667,NA,1344.445067,-64.91955283,2.891152992
9/21/06,1348.5,NA,1344.331368,-35.57188486,39.74051698
9/22/06,1266.625,NA,1344.330911,-113.0747551,35.36884379
9/23/06,1209.208333,NA,1344.118468,-175.7705639,40.86042892
9/24/06,1216.958333,NA,1344.021436,-202.0317348,74.96863179
9/25/06,1364.083333,NA,1344.302715,-35.92080854,55.70142696
9/26/06,1368.25,NA,1344.328286,-17.12250456,41.04421888
9/27/06,1340.208333,NA,1344.352829,-83.58450717,79.44001144
9/28/06,1304.75,NA,1344.326916,-127.84165,88.26473421
9/29/06,1284.416667,NA,1344.286961,-152.2807074,92.41041261
9/30/06,1094.291667,NA,1344.004313,-297.2234993,47.51085293
10/1/06,1064.625,NA,1343.805569,-269.317759,-9.862809826
10/2/06,1183.458333,NA,1343.92769,-141.14445,-19.32490674
10/3/06,1178.458333,NA,1343.797896,-142.2645413,-23.07502089
10/4/06,1183.583333,NA,1343.62906,-84.87903906,-75.16668756
10/5/06,1184.875,NA,1343.525749,-52.8572191,-105.7935304
10/6/06,1177.583333,NA,1343.508055,-24.23577422,-141.6889478
10/7/06,1095,NA,1343.249722,-110.7718147,-137.4779074
10/8/06,1104.625,NA,1343.109996,-112.0830508,-126.4019452
10/9/06,1229.125,NA,1343.431343,11.86659042,-126.1729335
10/10/06,1209.583333,NA,1343.448809,6.125641302,-139.9911168
10/11/06,1213.25,NA,1343.382256,5.128136409,-135.2603927
10/12/06,1239.666667,NA,1343.358284,17.88430079,-121.5759178
10/13/06,1190.791667,NA,1343.427462,-18.38942719,-134.2463679
10/14/06,1091.666667,NA,1343.362051,-124.6648675,-127.0305167
10/15/06,1075.375,NA,1343.394699,-158.3139706,-109.7057287
10/16/06,1190.875,NA,1343.782713,-65.08603515,-87.82167777
10/17/06,1194.166667,NA,1343.723695,-39.47967507,-110.0773529
10/18/06,1196.5,NA,1343.72906,-49.93238218,-97.29667777
10/19/06,1199.625,NA,1343.811708,-25.47021649,-118.7164919
10/20/06,1212.166667,NA,1343.847211,-5.247401751,-126.4331422
10/21/06,1118,NA,1343.678147,-100.6264787,-125.051668
10/22/06,1116.458333,NA,1343.728033,-88.70126672,-138.5684325
10/23/06,1247.833333,NA,1344.103946,39.41491071,-135.6855232
10/24/06,1220.708333,NA,1344.180544,4.343628908,-127.8158395
10/25/06,1190.833333,NA,1344.225407,-18.48670377,-134.9053699
10/26/06,1206.208333,NA,1344.354631,16.21065435,-154.3569517
10/27/06,1200.958333,NA,1344.48648,9.185915274,-152.714062
10/28/06,1103.416667,NA,1344.500065,-87.87347807,-153.2099198
10/29/06,1085.916667,NA,1344.707599,-108.6596327,-150.1312994
10/30/06,1207.5,NA,1345.088307,11.25432689,-148.8426334
10/31/06,1196.041667,NA,1344.806457,1.321972026,-150.0867626
11/1/06,1207.5,NA,1344.482256,14.31068696,-151.2929433
11/2/06,1215.541667,NA,1344.353946,21.28027274,-150.0925519
11/3/06,1203.5,NA,1344.362622,5.099206207,-145.9618278
11/4/06,1113.791667,NA,1344.12438,-89.19384663,-141.1388663
11/5/06,1103.541667,NA,1344.284197,-104.2588336,-136.4836967
11/6/06,1209.875,NA,1345.079402,-16.24619497,-118.9582075
11/7/06,1222.166667,NA,1345.6939,7.35150562,-130.8787391
11/8/06,1213.958333,NA,1346.095042,2.163818079,-134.3005264
11/9/06,1194.708333,NA,1345.863877,-16.07316822,-135.0823758
11/10/06,1204.5,NA,1345.418101,-17.24128629,-123.6768148
11/11/06,1152.208333,NA,1344.582941,-65.81948264,-126.5551253
11/12/06,1163.125,NA,1344.232599,-53.66437827,-127.4432205
11/13/06,1243,NA,1344.317416,23.1132473,-124.4306634
11/14/06,1203.083333,NA,1343.371412,-15.498951,-124.7891272
11/15/06,1212.25,NA,1342.589106,-4.300174093,-126.0389315
11/16/06,1203.125,NA,1341.608626,-10.15902928,-128.3245969
11/17/06,1197.958333,NA,1340.909996,-16.46739523,-126.4842675
11/18/06,1108.708333,NA,1340.704517,-106.9693848,-125.0267985
11/19/06,1100.375,NA,1340.795612,-113.1832954,-127.237317
11/20/06,1210,NA,1341.364448,-21.61397057,-109.7504775
11/21/06,1216.5,NA,1341.713192,-28.01212778,-97.2010646
11/22/06,1234.333333,NA,1342.151092,5.142275352,-112.9600339
11/23/06,1105.625,NA,1342.710795,-106.7552295,-130.3305656
11/24/06,1183.916667,NA,1343.263192,-44.40030456,-114.9462212
11/25/06,1171.208333,NA,1343.523809,-71.77926737,-100.5362081
11/26/06,1224.625,NA,1343.752804,-21.91493274,-97.21287151
11/27/06,1296.041667,NA,1344.432142,52.86871045,-101.2591859
11/28/06,1355.875,NA,1345.056343,105.7366328,-94.91797588
11/29/06,1392.208333,NA,1345.02164,112.3412316,-65.15453818
11/30/06,1373.916667,NA,1344.702348,68.81900399,-39.60468495
12/1/06,1352.208333,NA,1344.236252,49.56225252,-41.59017093
12/2/06,1276.625,NA,1343.404517,-26.89826607,-39.88125051
12/3/06,1260.333333,NA,1342.791389,-36.85782249,-45.6002329
12/4/06,1371.416667,NA,1342.625065,68.67123817,-39.87963603
12/5/06,1352.625,NA,1342.019014,51.13082721,-40.52484151
12/6/06,1349.291667,NA,1341.232256,35.53733406,-27.4779237
12/7/06,1352.916667,NA,1340.62495,21.93991071,-9.648194409
12/8/06,1348.125,NA,1340.498809,0.550005294,7.076185891
12/9/06,1230.708333,NA,1340.340475,-125.4509732,15.81883103
12/10/06,1269.75,NA,1340.757485,-95.62475009,24.61726547
12/11/06,1374.916667,NA,1341.656343,13.27582069,19.98450292
12/12/06,1366.125,NA,1342.612393,4.038214687,19.47439202
12/13/06,1319.291667,NA,1344.158055,-26.73825302,1.8718643
12/14/06,1289.833333,NA,1346.072211,-50.21646568,-6.02241163
12/15/06,1294.916667,NA,1347.708626,-70.75043502,17.95847552
12/16/06,1343,NA,1346.863421,-43.68248003,39.81905934
12/17/06,1330.208333,NA,1346.189676,-70.13559484,54.15425178
12/18/06,1467.833333,NA,1346.854859,65.81135559,55.1671187
12/19/06,1470.958333,NA,1346.955087,75.90682199,48.09642399
12/20/06,1456.25,NA,1346.193672,79.63381156,30.42251662
12/21/06,1460.625,NA,1345.396183,56.20863217,59.02018459
12/22/06,1377.916667,NA,1344.390475,-10.79805407,44.32424525
12/23/06,1317.083333,NA,1342.719243,-52.67492947,27.0390202
12/24/06,1295.75,NA,1341.268215,-60.48296927,14.96475406
12/25/06,1226.708333,NA,1340.62495,-88.22417931,-25.69243772
12/26/06,1322,NA,1339.701549,28.59690679,-46.29845533
12/27/06,1320.833333,NA,1339.070156,-18.03181141,-0.205011108
12/28/06,1373.375,NA,1338.765019,23.20887679,11.40110435
12/29/06,1380.666667,NA,1338.006457,38.96210575,3.6981037
12/30/06,1302.791667,NA,1337.378261,-35.42641349,0.83981929
12/31/06,1252.75,NA,1336.890818,-70.27323345,-13.86758449
1/1/07,1259.083333,NA,1337.172781,-40.43106124,-37.65838684
1/2/07,1344.958333,NA,1337.706343,46.59517816,-39.34318789
1/3/07,1319.875,NA,1338.740019,8.54716772,-27.41218658
1/4/07,1287.375,NA,1340.663078,-26.91618844,-26.37188978
1/5/07,1377.375,NA,1342.103603,21.8876113,13.38378537
1/6/07,1295.333333,NA,1341.582941,-62.39278662,16.14317872
1/7/07,1268.875,NA,1340.992302,-82.34642328,10.22912131
1/8/07,1383.041667,NA,1340.428717,14.2018807,28.41106847
1/9/07,1361.875,NA,1339.690818,5.174320362,17.00986169
1/10/07,1377.083333,NA,1339.434882,31.75512597,5.893325487
1/11/07,1399.708333,NA,1339.42495,42.58963347,17.69374949
1/12/07,1486.5,NA,1338.843101,122.1429277,25.51397128
1/13/07,1417.916667,NA,1337.967759,67.73351801,12.21539007
1/14/07,1393.916667,NA,1337.600065,48.62577176,7.690830379
1/15/07,1483.291667,NA,1336.860681,136.9091214,9.5218643
1/16/07,1493.333333,NA,1335.108398,146.3865839,11.83835158
1/17/07,1426.208333,NA,1333.351891,85.64207966,7.214362669
1/18/07,1436.833333,NA,1331.800978,97.54046518,7.491890392
1/19/07,1409.083333,NA,1330.182028,94.28464326,-15.38333792
1/20/07,1317.916667,NA,1328.017074,-11.9121767,1.811769714
1/21/07,1270.375,NA,1325.812507,-51.24136783,-4.196139614
1/22/07,1388.791667,NA,1324.268329,70.65515859,-6.131821284
1/23/07,1386.625,NA,1322.154174,65.49163934,-1.020813456
1/24/07,1376.625,NA,1319.995156,64.66018142,-8.030337266
1/25/07,1355.375,NA,1318.230886,62.59777111,-25.45365755
1/26/07,1338.875,NA,1317.336823,70.60819186,-49.07001437
1/27/07,1247.375,NA,1317.114676,-17.09148199,-52.64819441
1/28/07,1212.166667,NA,1317.337507,-62.07341284,-43.09742794
1/29/07,1298.958333,NA,1318.230658,-2.303256285,-16.96906851
1/30/07,1312.125,NA,1319.068558,23.51000203,-30.45355971
1/31/07,1343.375,NA,1319.673581,57.63898116,-33.93756166
2/1/07,1387.166667,NA,1319.703489,99.50450627,-32.04132879
2/2/07,1317.458333,NA,1320.0068,39.67309727,-42.22156362
2/3/07,1242.166667,NA,1320.579973,-23.46432934,-54.94897719
2/4/07,1199.75,NA,1320.313877,-61.37218975,-59.19168756
2/5/07,1287.583333,NA,1320.051549,28.15310379,-60.621319
2/6/07,1250.333333,NA,1320.068672,13.73857346,-83.47391196
2/7/07,1255.125,NA,1319.960909,23.59330275,-88.42921202
2/8/07,1271.166667,NA,1319.226206,41.76047496,-89.82001437
2/9/07,1264.958333,NA,1318.459311,25.81910184,-79.3200796
2/10/07,1177.541667,NA,1317.712279,-61.22832152,-78.94229095
2/11/07,1118.416667,NA,1317.413192,-125.3521473,-73.64437836
2/12/07,1251.375,NA,1317.748238,16.37515206,-82.7483901
2/13/07,1277.083333,NA,1318.000179,42.68573589,-83.60258123
2/14/07,1284.625,NA,1318.474494,40.96484548,-74.81433922
2/15/07,1253.416667,NA,1318.974265,16.89020425,-82.44780302
2/16/07,1229.5,NA,1319.116617,11.14512923,-100.7617463
2/17/07,1107.75,NA,1318.677233,-99.32819105,-111.5990424
2/18/07,1086.208333,NA,1318.614106,-138.9060612,-93.49971104
2/19/07,1201.541667,NA,1319.678603,-20.70231043,-97.43462624
2/20/07,1263.291667,NA,1320.607485,35.11623165,-92.43204959
2/21/07,1247.25,NA,1321.466731,0.817324276,-75.03405547
2/22/07,1281.375,NA,1322.427233,35.33772545,-76.38995892
2/23/07,1279.25,NA,1322.868215,26.23317555,-69.85139076
2/24/07,1220.5,NA,1323.020955,-29.42461962,-73.09633531
2/25/07,1208.75,NA,1323.102462,-27.33719301,-87.01526877
2/26/07,1329.333333,NA,1323.609425,88.70646322,-82.98255514
2/27/07,1369.458333,NA,1324.248238,113.8927646,-68.68266929
2/28/07,1337.5,NA,1326.012165,85.71194267,-74.22410765
3/1/07,1326.083333,NA,1327.664676,84.69516185,-86.27650491
3/2/07,1282.25,NA,1328.904402,50.09517816,-96.74958058
3/3/07,1156.5,NA,1329.261594,-69.955148,-102.8064462
3/4/07,1130.125,NA,1330.044585,-97.50858897,-102.4109961
3/5/07,1218.666667,NA,1331.245727,0.112611295,-112.6916713
3/6/07,1210.041667,NA,1331.997211,0.624858523,-122.5804025
3/7/07,1196.5,NA,1331.77027,-4.897059286,-130.3732107
3/8/07,1200.041667,NA,1331.9189,2.548749586,-134.4259831
3/9/07,1204.541667,NA,1331.452918,0.370171776,-127.2814235
3/10/07,1114.958333,NA,1331.690361,-93.77405098,-122.957977
3/11/07,1096.565217,NA,1332.075635,-111.6334287,-123.8769892
3/12/07,1228.75,NA,1332.660795,25.46533613,-129.3761312
3/13/07,1239.791667,NA,1332.559882,34.02563634,-126.7938515
3/14/07,1206.958333,NA,1331.753375,7.867798623,-132.6628403
3/15/07,1216.041667,NA,1330.771183,18.38486661,-133.1143832
3/16/07,1239.083333,NA,1331.002804,36.2105565,-128.1300274
3/17/07,1137.166667,NA,1330.968329,-48.85518062,-144.9464821
3/18/07,1088.083333,NA,1331.163877,-93.91416627,-149.1663777
3/19/07,1191.75,NA,1331.667873,-4.483849892,-135.4340228
3/20/07,1191.291667,NA,1331.489676,-12.64973378,-127.5482759
3/21/07,1193.5,NA,1331.029631,-4.019890336,-133.5097404
3/22/07,1194.708333,NA,1330.77438,10.94992375,-147.01597
3/23/07,1203.25,NA,1330.438078,24.09478677,-151.282865
3/24/07,1103.208333,NA,1330.008398,-75.73073508,-151.0693294
3/25/07,1080.291667,NA,1329.717644,-114.3582465,-135.0677313
3/26/07,1202.166667,NA,1329.774265,15.30709923,-142.914698
3/27/07,1219.75,NA,1329.524151,30.55585983,-140.3300111
3/28/07,1226.458333,NA,1329.405772,39.35466935,-142.3021083
3/29/07,1217.083333,NA,1329.43511,42.1258533,-154.4776302
