23-01-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
23-01-2011,,Total Hydro,,1148,440,447,10.43,434
23-01-2011,,Total Punjab,,5128,2605,2079,55.29,2304
24-01-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
24-01-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
24-01-2011,,Total Hydro,,1148,440,447,10.43,434
24-01-2011,,Total Punjab,,5128,2605,2079,55.29,2304
25-01-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
25-01-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
25-01-2011,,Total Hydro,,1148,440,447,10.43,434
25-01-2011,,Total Punjab,,5128,2605,2079,55.29,2304
26-01-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
26-01-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
26-01-2011,,Total Hydro,,1148,440,447,10.43,434
26-01-2011,,Total Punjab,,5128,2605,2079,55.29,2304
27-01-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
27-01-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
27-01-2011,,Total Hydro,,1148,440,447,10.43,434
27-01-2011,,Total Punjab,,5128,2605,2079,55.29,2304
28-01-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
28-01-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
28-01-2011,,Total Hydro,,1148,440,447,10.43,434
28-01-2011,,Total Punjab,,5128,2605,2079,55.29,2304
29-01-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
29-01-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
29-01-2011,,Total Hydro,,1148,440,447,10.43,434
29-01-2011,,Total Punjab,,5128,2605,2079,55.29,2304
30-01-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
30-01-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
30-01-2011,,Total Hydro,,1148,440,447,10.43,434
30-01-2011,,Total Punjab,,5128,2605,2079,55.29,2304
31-01-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
31-01-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
31-01-2011,,Total Hydro,,1148,440,447,10.43,434
31-01-2011,,Total Punjab,,5128,2605,2079,55.29,2304
01-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
01-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
01-02-2011,,Total Hydro,,1148,440,447,10.43,434
01-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
02-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
02-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
02-02-2011,,Total Hydro,,1148,440,447,10.43,434
02-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
03-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
03-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
03-02-2011,,Total Hydro,,1148,440,447,10.43,434
03-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
04-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
04-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
04-02-2011,,Total Hydro,,1148,440,447,10.43,434
04-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
05-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
05-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
05-02-2011,,Total Hydro,,1148,440,447,10.43,434
05-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
06-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
06-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
06-02-2011,,Total Hydro,,1148,440,447,10.43,434
06-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
07-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
07-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
07-02-2011,,Total Hydro,,1148,440,447,10.43,434
07-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
08-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
08-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
08-02-2011,,Total Hydro,,1148,440,447,10.43,434
08-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
09-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
09-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
09-02-2011,,Total Hydro,,1148,440,447,10.43,434
09-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
10-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
10-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
10-02-2011,,Total Hydro,,1148,440,447,10.43,434
10-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
11-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
11-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
11-02-2011,,Total Hydro,,1148,440,447,10.43,434
11-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
12-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
12-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
12-02-2011,,Total Hydro,,1148,440,447,10.43,434
12-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
13-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
13-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
13-02-2011,,Total Hydro,,1148,440,447,10.43,434
13-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
14-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
14-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
14-02-2011,,Total Hydro,,1148,440,447,10.43,434
14-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
15-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
15-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
15-02-2011,,Total Hydro,,1148,440,447,10.43,434
15-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
16-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
16-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
16-02-2011,,Total Hydro,,1148,440,447,10.43,434
16-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
17-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
17-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
17-02-2011,,Total Hydro,,1148,440,447,10.43,434
17-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
18-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
18-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
18-02-2011,,Total Hydro,,1148,440,447,10.43,434
18-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
19-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
19-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
19-02-2011,,Total Hydro,,1148,440,447,10.43,434
19-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
20-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
20-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
20-02-2011,,Total Hydro,,1148,440,447,10.43,434
20-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
21-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
21-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
21-02-2011,,Total Hydro,,1148,440,447,10.43,434
21-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
22-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
22-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
22-02-2011,,Total Hydro,,1148,440,447,10.43,434
22-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
23-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
23-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
23-02-2011,,Total Hydro,,1148,440,447,10.43,434
23-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
24-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
24-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
24-02-2011,,Total Hydro,,1148,440,447,10.43,434
24-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
25-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
25-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
25-02-2011,,Total Hydro,,1148,440,447,10.43,434
25-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
26-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
26-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
26-02-2011,,Total Hydro,,1148,440,447,10.43,434
26-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
27-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
27-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
27-02-2011,,Total Hydro,,1148,440,447,10.43,434
27-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
28-02-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
28-02-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
28-02-2011,,Total Hydro,,1148,440,447,10.43,434
28-02-2011,,Total Punjab,,5128,2605,2079,55.29,2304
01-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
01-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
01-03-2011,,Total Hydro,,1148,440,447,10.43,434
01-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
02-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
02-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
02-03-2011,,Total Hydro,,1148,440,447,10.43,434
02-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
03-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
03-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
03-03-2011,,Total Hydro,,1148,440,447,10.43,434
03-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
04-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
04-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
04-03-2011,,Total Hydro,,1148,440,447,10.43,434
04-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
05-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
05-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
05-03-2011,,Total Hydro,,1148,440,447,10.43,434
05-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
06-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
06-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
06-03-2011,,Total Hydro,,1148,440,447,10.43,434
06-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
07-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
07-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
07-03-2011,,Total Hydro,,1148,440,447,10.43,434
07-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
08-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
08-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
08-03-2011,,Total Hydro,,1148,440,447,10.43,434
08-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
09-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
09-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
09-03-2011,,Total Hydro,,1148,440,447,10.43,434
09-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
10-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
10-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
10-03-2011,,Total Hydro,,1148,440,447,10.43,434
10-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
11-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
11-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
11-03-2011,,Total Hydro,,1148,440,447,10.43,434
11-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
12-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
12-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
12-03-2011,,Total Hydro,,1148,440,447,10.43,434
12-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
13-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
13-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
13-03-2011,,Total Hydro,,1148,440,447,10.43,434
13-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
14-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
14-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
14-03-2011,,Total Hydro,,1148,440,447,10.43,434
14-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
15-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
15-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
15-03-2011,,Total Hydro,,1148,440,447,10.43,434
15-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
16-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
16-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
16-03-2011,,Total Hydro,,1148,440,447,10.43,434
16-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
17-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
17-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
17-03-2011,,Total Hydro,,1148,440,447,10.43,434
17-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
18-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
18-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
18-03-2011,,Total Hydro,,1148,440,447,10.43,434
18-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
19-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
19-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
19-03-2011,,Total Hydro,,1148,440,447,10.43,434
19-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
20-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
20-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
20-03-2011,,Total Hydro,,1148,440,447,10.43,434
20-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
21-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
21-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
21-03-2011,,Total Hydro,,1148,440,447,10.43,434
21-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
22-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
22-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
22-03-2011,,Total Hydro,,1148,440,447,10.43,434
22-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
23-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
23-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
23-03-2011,,Total Hydro,,1148,440,447,10.43,434
23-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
24-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
24-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
24-03-2011,,Total Hydro,,1148,440,447,10.43,434
24-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
25-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
25-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
25-03-2011,,Total Hydro,,1148,440,447,10.43,434
25-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
26-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
26-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
26-03-2011,,Total Hydro,,1148,440,447,10.43,434
26-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
27-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
27-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
27-03-2011,,Total Hydro,,1148,440,447,10.43,434
27-03-2011,,Total Punjab,,5128,2605,2079,55.29,2304
28-03-2011,Station/Constituents,Station/Constituents,Station/Constituents,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (MW)
28-03-2011,,Thermal (Total),,3980,2165,1632,44.86,1869
28-03-2011,,Total Hydro,,1148,440,447,10.43,434
